file_name,class,call_type,is_train,is_train-fold_1,is_train-fold_2,is_train-fold_3,is_train-fold_4,is_train-fold_5
27B16-1_clipped/27B16-1_exhale-i21_116.wav,27B16-1,exhale,True,True,True,False,True,False
27B16-1_clipped/27B16-1_exhale-i7_23.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i10_70.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i15_87.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i74_169.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i84_179.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i26_121.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i16_40.wav,27B16-1,exhale,True,True,True,False,False,True
27B16-1_clipped/27B16-1_exhale-i38_133.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i76_171.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i22_46.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i90_185.wav,27B16-1,exhale,True,True,True,False,False,True
27B16-1_clipped/27B16-1_exhale-i41_136.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i18_42.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i1_1.wav,27B16-1,exhale,True,True,False,False,False,True
27B16-1_clipped/27B16-1_exhale-i6_22.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i20_92.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i6_78.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i5_77.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i7_102.wav,27B16-1,exhale,True,True,False,True,True,False
27B16-1_clipped/27B16-1_exhale-i94_189.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i32_127.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i8_68.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i8_58.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i89_184.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i7_67.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i48_143.wav,27B16-1,exhale,True,True,False,False,False,True
27B16-1_clipped/27B16-1_exhale-i1_51.wav,27B16-1,exhale,True,False,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i55_150.wav,27B16-1,exhale,True,False,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i21_93.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i11_71.wav,27B16-1,exhale,True,False,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i68_163.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i9_33.wav,27B16-1,exhale,True,False,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i17_89.wav,27B16-1,exhale,True,True,False,True,False,True
27B16-1_clipped/27B16-1_exhale-i16_15.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i23_47.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i46_141.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i4_28.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i2_26.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i27_122.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i49_144.wav,27B16-1,exhale,True,True,False,True,True,False
27B16-1_clipped/27B16-1_exhale-i57_152.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i8_103.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i61_156.wav,27B16-1,exhale,True,False,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i10_82.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i11_35.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i10_60.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i29_124.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i4_64.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i3_27.wav,27B16-1,exhale,True,False,False,True,False,True
27B16-1_clipped/27B16-1_exhale-i5_29.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i3_3.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i34_129.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i13_85.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i20_44.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i1_25.wav,27B16-1,exhale,True,True,False,True,True,False
27B16-1_clipped/27B16-1_exhale-i47_142.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i53_148.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i11_106.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i20_115.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i22_94.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i13_37.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i101_196.wav,27B16-1,exhale,False,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i3_19.wav,27B16-1,exhale,False,True,True,False,True,False
27B16-1_clipped/27B16-1_exhale-i8_7.wav,27B16-1,exhale,True,False,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i3_53.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i26_50.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i31_126.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i15_14.wav,27B16-1,exhale,True,True,True,False,True,False
27B16-1_clipped/27B16-1_exhale-i4_20.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i11_10.wav,27B16-1,exhale,False,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i66_161.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i9_104.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i25_49.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i7_57.wav,27B16-1,exhale,False,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i5_100.wav,27B16-1,exhale,False,False,True,True,False,False
27B16-1_clipped/27B16-1_exhale-i5_55.wav,27B16-1,exhale,True,True,True,False,False,True
27B16-1_clipped/27B16-1_exhale-i5_21.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i14_38.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i97_192.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i42_137.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i19_114.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i73_168.wav,27B16-1,exhale,True,True,True,True,False,False
27B16-1_clipped/27B16-1_exhale-i79_174.wav,27B16-1,exhale,False,False,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i2_2.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i2_18.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i12_84.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i14_13.wav,27B16-1,exhale,False,True,True,True,False,False
27B16-1_clipped/27B16-1_exhale-i17_41.wav,27B16-1,exhale,True,False,False,True,True,False
27B16-1_clipped/27B16-1_exhale-i71_166.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i12_36.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i15_110.wav,27B16-1,exhale,True,True,False,True,True,False
27B16-1_clipped/27B16-1_exhale-i78_173.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i25_120.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i85_180.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i51_146.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i69_164.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i5_65.wav,27B16-1,exhale,False,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i83_178.wav,27B16-1,exhale,True,False,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i64_159.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i3_75.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i7_6.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i45_140.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i77_172.wav,27B16-1,exhale,True,True,False,True,False,True
27B16-1_clipped/27B16-1_exhale-i82_177.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i98_193.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i12_72.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i6_56.wav,27B16-1,exhale,True,False,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i3_63.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i8_24.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i21_45.wav,27B16-1,exhale,True,False,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i19_43.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i9_69.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i24_48.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i14_86.wav,27B16-1,exhale,True,True,False,False,True,True
27B16-1_clipped/27B16-1_exhale-i15_39.wav,27B16-1,exhale,True,True,False,True,True,True
27B16-1_clipped/27B16-1_exhale-i91_186.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i10_105.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i22_117.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i19_91.wav,27B16-1,exhale,True,False,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i6_101.wav,27B16-1,exhale,False,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i6_66.wav,27B16-1,exhale,True,False,True,False,True,False
27B16-1_clipped/27B16-1_exhale-i52_147.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i67_162.wav,27B16-1,exhale,True,True,True,True,True,False
27B16-1_clipped/27B16-1_exhale-i33_128.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i93_188.wav,27B16-1,exhale,False,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i1_96.wav,27B16-1,exhale,True,True,False,False,True,True
27B16-1_clipped/27B16-1_exhale-i63_158.wav,27B16-1,exhale,True,False,False,False,True,False
27B16-1_clipped/27B16-1_exhale-i96_191.wav,27B16-1,exhale,True,True,True,True,False,True
27B16-1_clipped/27B16-1_exhale-i9_8.wav,27B16-1,exhale,True,True,False,False,True,True
27B16-1_clipped/27B16-1_exhale-i4_4.wav,27B16-1,exhale,True,False,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i8_32.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i6_5.wav,27B16-1,exhale,False,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i95_190.wav,27B16-1,exhale,True,True,True,False,True,True
27B16-1_clipped/27B16-1_exhale-i37_132.wav,27B16-1,exhale,True,True,True,True,True,True
27B16-1_clipped/27B16-1_exhale-i13_12.wav,27B16-1,exhale,True,False,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i36_36.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i36_204.wav,21B14-1,exhale,False,True,True,True,False,False
21B14-1_clipped/21B14-1_exhale-i13_56.wav,21B14-1,exhale,True,False,True,True,False,False
21B14-1_clipped/21B14-1_exhale-i22_22.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i47_144.wav,21B14-1,exhale,True,True,False,False,True,True
21B14-1_clipped/21B14-1_exhale-i1_169.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i9_106.wav,21B14-1,exhale,False,False,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i3_171.wav,21B14-1,exhale,True,False,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i5_173.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i35_132.wav,21B14-1,exhale,True,False,False,False,True,True
21B14-1_clipped/21B14-1_exhale-i13_69.wav,21B14-1,exhale,False,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i2_99.wav,21B14-1,exhale,False,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i8_8.wav,21B14-1,exhale,False,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i16_72.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i37_205.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i34_34.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i43_211.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i41_41.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i18_18.wav,21B14-1,exhale,True,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i25_122.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i28_28.wav,21B14-1,exhale,False,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i30_127.wav,21B14-1,exhale,True,False,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i31_31.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i4_172.wav,21B14-1,exhale,True,True,True,False,False,True
21B14-1_clipped/21B14-1_exhale-i6_103.wav,21B14-1,exhale,True,False,True,False,True,True
21B14-1_clipped/21B14-1_exhale-i1_75.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i3_100.wav,21B14-1,exhale,False,True,True,False,True,True
21B14-1_clipped/21B14-1_exhale-i9_9.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i42_42.wav,21B14-1,exhale,True,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i48_145.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i12_55.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i17_185.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i40_40.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i14_111.wav,21B14-1,exhale,True,False,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i49_146.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i10_107.wav,21B14-1,exhale,True,False,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i42_210.wav,21B14-1,exhale,False,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i18_186.wav,21B14-1,exhale,True,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i5_61.wav,21B14-1,exhale,True,True,True,False,False,False
21B14-1_clipped/21B14-1_exhale-i37_37.wav,21B14-1,exhale,False,True,True,False,True,True
21B14-1_clipped/21B14-1_exhale-i1_77.wav,21B14-1,exhale,False,True,True,False,True,True
21B14-1_clipped/21B14-1_exhale-i25_193.wav,21B14-1,exhale,False,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i3_79.wav,21B14-1,exhale,False,True,True,True,False,False
21B14-1_clipped/21B14-1_exhale-i40_137.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i25_25.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i5_81.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i7_104.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i7_175.wav,21B14-1,exhale,False,False,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i23_191.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i8_105.wav,21B14-1,exhale,True,True,True,False,True,True
21B14-1_clipped/21B14-1_exhale-i15_112.wav,21B14-1,exhale,True,False,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i2_84.wav,21B14-1,exhale,True,False,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i32_129.wav,21B14-1,exhale,True,True,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i12_12.wav,21B14-1,exhale,False,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i35_35.wav,21B14-1,exhale,False,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i8_64.wav,21B14-1,exhale,False,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i4_101.wav,21B14-1,exhale,True,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i11_54.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i32_200.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i5_87.wav,21B14-1,exhale,True,False,False,True,True,False
21B14-1_clipped/21B14-1_exhale-i19_19.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i7_7.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i52_149.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i31_128.wav,21B14-1,exhale,True,False,True,True,False,True
21B14-1_clipped/21B14-1_exhale-i13_110.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i3_59.wav,21B14-1,exhale,True,True,True,True,True,False
21B14-1_clipped/21B14-1_exhale-i2_58.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i56_153.wav,21B14-1,exhale,True,False,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i9_52.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i5_48.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i26_26.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i14_70.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i5_5.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i6_174.wav,21B14-1,exhale,True,True,True,False,False,True
21B14-1_clipped/21B14-1_exhale-i20_20.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i42_139.wav,21B14-1,exhale,True,True,False,True,True,True
21B14-1_clipped/21B14-1_exhale-i53_150.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i10_10.wav,21B14-1,exhale,True,True,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i2_76.wav,21B14-1,exhale,True,False,True,True,True,True
21B14-1_clipped/21B14-1_exhale-i29_126.wav,21B14-1,exhale,True,True,False,False,True,False
21B14-1_clipped/21B14-1_exhale-i39_207.wav,21B14-1,exhale,True,False,True,True,True,False
